,party,quote,said_by
1080,R,"When I get ready to talk to people, I spend two thirds of the time thinking what they want to hear and one third thinking about what I want to say.",Abraham Lincoln
1081,R,"No matter how much the cats fight, there always seem to be plenty of kittens. ",Abraham Lincoln
1082,R,"Be with a leader when he is right, stay with him when he is still right, but, leave him when he is wrong.",Abraham Lincoln
1083,R,"I do the very best I know how, the very best I can, and I mean to keep on doing so until the end.",Abraham Lincoln
1084,R,"The Bible is not my book nor Christianity my profession. I could never give assent to the long, complicated statements of Christian dogma.",Abraham Lincoln
1085,R,"From whence shall we expect the approach of danger? Shall some trans-Atlantic military giant step the earth and crush us at a blow? Never. All the armies of Europe and Asia...could not by force take a drink from the Ohio River or make a track on the Blue Ridge in the trial of a thousand years. No, if destruction be our lot we must ourselves be its author and finisher. As a nation of free men we will live forever or die by suicide.",Abraham Lincoln
1086,R,We should be too big to take offense and too noble to give it.,Abraham Lincoln
1087,R,"I have come to the conclusion never again to think of marrying, and for this reason, I can never be satisfied with anyone who would be blockhead enough to have me.",Abraham Lincoln
1088,R,"My great concern is not whether you have failed, but whether you are content with your failure.",Abraham Lincoln
1089,R,The greatest fine art of the future will be the making of a comfortable living from a small piece of land.,Abraham Lincoln
1090,R,"You can have anything you want if you want it badly enough. You can be anything you want to be, do anything you set out to accomplish if you hold to that desire with singleness of purpose.",Abraham Lincoln
1091,R,The ballot is stronger than the bullet.,Abraham Lincoln
1092,R,"If there is anything that links the human to the divine, it is the courage to stand by a principle when everybody else rejects it.",Abraham Lincoln
1093,R,"As I would not be a slave, so I would not be a master. This expresses my idea of democracy.",Abraham Lincoln
1094,R,"Honor to the soldier and sailor everywhere, who bravely bears his country's cause. Honor, also, to the citizen who cares for his brother in the field and serves, as he best can, the same cause.”
",Abraham Lincoln
1095,R,"Get books, sit yourself down anywhere, and go to reading them yourself.",Abraham Lincoln
1096,R,"Die when I may, I want it said of me by those who knew me best, that I always plucked a thistle and planted a flower where I thought a flower would grow.",Abraham Lincoln
1097,R,"Four score and seven years ago our fathers brought forth on this continent a new nation, conceived in liberty and dedicated to the proposition that all men are created equal.Now we are engaged in a great civil war, testing whether that nation or any nation so conceived and so dedicated can long endure. We are met on a great battlefield of that war. We have come to dedicate a portion of that field as a final resting-place for those who here gave their lives that that nation might live. It is altogether fitting and proper that we should do this.But in a larger sense, we cannot dedicate, we cannot consecrate, we cannot hallow this ground. The brave men, living and dead who struggled here have consecrated it far above our poor power to add or detract. The world will little note nor long remember what we say here, but it can never forget what they did here. It is for us the living rather to be dedicated here to the unfinished work which they who fought here have thus far so nobly advanced. It is rather for us to be here dedicated to the great task remaining before us — that from these honored dead we take increased devotion to that cause for which they gave the last full measure of devotion — that we here highly resolve that these dead shall not have died in vain, that this nation under God shall have a new birth of freedom, and that government of the people, by the people, for the people shall not perish from the earth.",Abraham Lincoln
1098,R,"Hypocrite: The man who murdered his parents, and then pleaded for mercy on the grounds that he was an orphan.",Abraham Lincoln
1099,R,"With malice toward none, with charity for all, with firmness in the right as God gives us to see the right, let us strive on to finish the work we are in, to bind up the nation's wounds, to care for him who shall have borne the battle and for his widow and his orphan, to do all which may achieve and cherish a just and lasting peace among ourselves and with all nations.",Abraham Lincoln
1100,R,"If this country is ever demoralized, it will come from trying to live without work.",Abraham Lincoln
1101,R,Don’t criticize them; they are just what we would be under similar circumstances.,Abraham Lincoln
1102,R,Stand with anyone that is right; stand with him while he is right and part with him when he goes wrong.,Abraham Lincoln
1103,R,"At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first. Then a statement somewhat in detail of a course to be pursued seemed fitting and proper. Now, at the expiration of four years, during which public declarations have been constantly called forth on every point and phase of the great contest which still absorbs the attention and engrosses the energies of the nation, little that is new could be presented. The progress of our arms, upon which all else chiefly depends, is as well known to the public as to myself, and it is, I trust, reasonably satisfactory and encouraging to all. With high hope for the future, no prediction in regard to it is ventured.On the occasion corresponding to this four years ago all thoughts were anxiously directed to an impending civil war. All dreaded it, all sought to avert it. While the inaugural address was being delivered from this place, devoted altogether to saving the Union without war, insurgent agents were in the city seeking to destroy it without war--seeking to dissolve the Union and divide effects by negotiation. Both parties deprecated war, but one of them would make war rather than let the nation survive, and the other would accept war rather than let it perish, and the war came.One-eighth of the whole population were colored slaves, not distributed generally over the Union, but localized in the southern part of it. These slaves constituted a peculiar and powerful interest. All knew that this interest was somehow the cause of the war. To strengthen, perpetuate, and extend this interest was the object for which the insurgents would rend the Union even by war, while the Government claimed no right to do more than to restrict the territorial enlargement of it. Neither party expected for the war the magnitude or the duration which it has already attained. Neither anticipated that the cause of the conflict might cease with or even before the conflict itself should cease. Each looked for an easier triumph, and a result less fundamental and astounding. Both read the same Bible and pray to the same God, and each invokes His aid against the other. It may seem strange that any men should dare to ask a just God's assistance in wringing their bread from the sweat of other men's faces, but let us judge not, that we be not judged. The prayers of both could not be answered. That of neither has been answered fully. The Almighty has His own purposes. ""Woe unto the world because of offenses; for it must needs be that offenses come, but woe to that man by whom the offense cometh."" If we shall suppose that American slavery is one of those offenses which, in the providence of God, must needs come, but which, having continued through His appointed time, He now wills to remove, and that He gives to both North and South this terrible war as the woe due to those by whom the offense came, shall we discern therein any departure from those divine attributes which the believers in a living God always ascribe to Him? Fondly do we hope, fervently do we pray, that this mighty scourge of war may speedily pass away. Yet, if God wills that it continue until all the wealth piled by the bondsman's two hundred and fifty years of unrequited toil shall be sunk, and until every drop of blood drawn with the lash shall be paid by another drawn with the sword, as was said three thousand years ago, so still it must be said ""the judgments of the Lord are true and righteous altogether.""With malice toward none, with charity for all, with firmness in the right as God gives us to see the right, let us strive on to finish the work we are in, to bind up the nation's wounds, to care for him who shall have borne the battle and for his widow and his orphan, to do all which may achieve and cherish a just and lasting peace among ourselves and with all nations.",Abraham Lincoln
1104,R,"It is said an Eastern monarch once charged his wise men to invent him a sentence to be ever in view, and which should be true and appropriate in all times and situations. They presented him the words, ""And this too, shall pass away."" How much it expresses! How chastening in the hour of pride! How consoling in the depths of affliction!",Abraham Lincoln
1105,R,"Those who deny freedom to others deserve it not for themselves, and, under a just God cannot retain it.",Abraham Lincoln
1106,R,You cannot build character and courage by taking away people's initiative and independence,Abraham Lincoln
1107,R,"Take all that you can of this book upon reason, and the balance on faith, and you will live and die a happier man. (When a skeptic expressed surprise to see him reading a Bible)",Abraham Lincoln
1108,R,"Let no feeling of discouragement preyupon you, and in the end you are sure to succeed.",Abraham Lincoln
1109,R,Determine that the thing can and shall be done and then... find the way.,Abraham Lincoln
1110,R,"Republicans are for both the man and the dollar, but in case of conflict the man before the dollar.",Abraham Lincoln
1111,R,"Those who write clearly have readers, those who write obscurely have commentators.",Abraham Lincoln
1112,R,"Our safety, our liberty, depends upon preserving the Constitution of the United States as our fathers made it inviolate. The people of the United States are the rightful masters of both Congress and the courts, not to overthrow the Constitution, but to overthrow the men who pervert the Constitution.",Abraham Lincoln
1113,R,My father taught me to work; he did not teach me to love it.,Abraham Lincoln
1114,R,"Don't interfere with anything in the Constitution. That must be maintained, for it is the only safeguard of our liberties.",Abraham Lincoln
1115,R,"In this sad world of ours, sorrow comes to all; and, to the young, it comes with bitterest agony, because it takes them unawares. The older have learned to ever expect it. I am anxious to afford some alleviation of your present distress. Perfect relief is not possible, except with time. You can not now realize that you will ever feel better. Is not this so? And yet it is a mistake. You are sure to be happy again. To know this, which is certainly true, will make you some less miserable now. I have had experience enough to know what I say; and you need only to believe it, to feel better at once.",Abraham Lincoln
1116,R,Commitment is what transforms a promise into reality.,Abraham Lincoln
1117,R,"The dogmas of the quiet past are inadequate to the stormy present. The occasion is piled high with difficulty and we must rise with the occasion. As our case is new, we must think anew and act anew. We must disenthrall ourselves, and then we shall save our country.",Abraham Lincoln
1118,R,"We the people are the rightful masters of both Congress and the courts, not to overthrow the Constitution but to overthrow the men who pervert the Constitution.",Abraham Lincoln
1119,R,"Let us have faith that right makes might; and in that faith let us, to the end, dare to do our duty as we understand it.",Abraham Lincoln
1120,R,"This country, with its institutions, belongs to the people who inhabit it. Whenever they shall grow weary of the existing government, they can excersize their Constitutional right of amending it, or their revolutionary right to dismember it or overthrow",Abraham Lincoln
1121,R,"A capacity, and taste, for reading, gives access to whatever has already been discovered by others. It is the key, or one of the keys, to the already solved problems. And not only so. It gives a relish, and facility, for successfully pursuing the [yet] unsolved ones.",Abraham Lincoln
1122,R,"That some achieve great success, is proof to all that others can achieve it as well.",Abraham Lincoln
1123,R,"in times like the present, men should utter nothing for which they would not willingly be responsible through time and eternity.",Abraham Lincoln
1124,R,"I see in the near future a crisis approaching that unnerves me and causes me to tremble for the safety of my country. . . . corporations have been enthroned and an era of corruption in high places will follow, and the money power of the country will endeavor to prolong its reign by working upon the prejudices of the people until all wealth is aggregated in a few hands and the Republic is destroyed.”
    ―
  
    attributed to Abr",Abraham Lincoln
1125,R,If frienship is your weakest point then you are the strongest person in the world.,Abraham Lincoln
1126,R,"Force is all conquering, but it's victories are short lived.",Abraham Lincoln
1127,R,Prohibition... goes beyond the bounds of reason in that it attempts to control a man's appetite by legislation and makes a crime out of things that are not crimes... A prohibition law strikes a blow at the very principles upon which our government was founded.,Abraham Lincoln
1128,R,You can’t make a weak man strong by making a strong man weak,Abraham Lincoln
1129,R,I believe the Bible is the best gift God has ever given to man. All the good from The Savior of the world is communicated to us through this Book.,Abraham Lincoln
1130,R,"If I were to try to read, much less answer, all the attacks made on me, this shop might as well be closed for any other business. I do the very best I know how - the very best I can; and I mean to keep doing so until the end. If the end brings me out all right, what's said against me won't amount to anything. If the end brings me out wrong, ten angels swearing I was right would make no difference.",Abraham Lincoln
1131,R,"Allow the President to invade a neighboring nation, whenever he shall deem it necessary to repel an invasion and you allow him to do so whenever he may choose to say he deems it necessary for such purpose -- and you allow him to make war at pleasure. . . . If, today, he should choose to say he thinks it necessary to invade Canada to prevent the British from invading us, how could you stop him? You may say to him, 'I see no probability of the British invading us'; but he will say to you, 'Be silent; I see it, if you don't.",Abraham Lincoln
1132,R,You cannot lift the wage earner up by pulling the wage payer down.,Abraham Lincoln
1133,R,"Congressmen who willfully take action during wartime that damages morale and undermine the military are saboteurs and should be arrested, exiled, or hung",Abraham Lincoln
1134,R,A woman is the only thing I am afraid of that I know will not hurt me.,Abraham Lincoln
1135,R,"A tendancy to melancholy...let it be observed, is a misfortune, not a fault.",Abraham Lincoln
1136,R,"That some should be rich shows that others may become rich, and hence is just encouragement to industry and enterprise. Let not him who is houseless pull down the house of another; but let him labor diligently and build one for himself, thus by example assuring that his own shall be safe from violence built.",Abraham Lincoln
1137,R,Life is hard but so very beautiful,Abraham Lincoln
1138,R,"Writing, the art of communicating thoughts to the mind through the eye, is the great invention of the world...enabling us to converse with the dead, the absent, and the unborn, at all distances of time and space.",Abraham Lincoln
1139,R,Nothing will divert me from my purpose.,Abraham Lincoln
1140,R,You cannot have the right to do what is wrong!,Abraham Lincoln
1141,R,It often requires more courage to dare to do right than to fear to do wrong.,Abraham Lincoln
1142,R,"Here in my heart, my happiness, my house.Here inside the lighted window is my love, my hope, my life.Peace is my companion on the pathway winding to the threshold.Inside this portal dwells new strength in the security, serenity, and radiance of those I love above life itself.Here two will build new dreams--dreams that tomorrow will come true.The world over, these are the thoughts at eventide when footsteps turn ever homeward.In the haven of the hearthside is rest and peace and comfort.",Abraham Lincoln
1143,R,"I know there is a God, and that He hates injustice and slavery. I see the storm coming, and I know that his hand is in it. If He has a place and work for me - and I think He has - I believe I am ready.",Abraham Lincoln
1144,R,No man is good enough to govern another man without that other’s consent.,Abraham Lincoln
1145,R,The philosophy of the schoolroom in one generation is the philosophy of government in the next.,Abraham Lincoln
1146,R,"Executive Mansion,Washington, Nov. 21, 1864.Dear Madam,--I have been shown in the files of the War Department a statement of the Adjutant General of Massachusetts that you are the mother of five sons who have died gloriously on the field of battle.I feel how weak and fruitless must be any word of mine which should attempt to beguile you from the grief of a loss so overwhelming. But I cannot refrain from tendering you the consolation that may be found in the thanks of the Republic they died to save.I pray that our Heavenly Father may assuage the anguish of your bereavement, and leave you only the cherished memory of the loved and lost, and the solemn pride that must be yours to have laid so costly a sacrifice upon the altar of freedom.Yours, very sincerely and respectfully,A. Lincoln",Abraham Lincoln
1147,R,Women are the only people I am afraid of who I never thought would hurt me,Abraham Lincoln
1148,R,Don't worry when you are not recognized but strive to be worthy of recognition,Abraham Lincoln
1149,R,"If any man tells you he loves America, yet hates labor, he is a liar. If any man tells you he trusts America, yet fears labor, he is a fool.",Abraham Lincoln
1150,R,"Anybody will do for you, but not for me. I must have somebody.",Abraham Lincoln
1151,R,"Upon the subject of education, not presuming to dictate any plan or system respecting it, I can only say that I view it as the most important subject which we as a people can be engaged in.",Abraham Lincoln
1152,R,I have been driven many times to my knees by the overwhelming conviction that I had nowhere else to go.,Abraham Lincoln
1153,R,"The mystic chords of memory, stretching from every battle-field, and patriot grave, to every living heart and hearth-stone, all over this broad land, will yet swell the chorus of the Union, when again touched, as surely they will be, by the better angels of our nature.--as quoted in THE RIVER OF WINGED DREAMS",Abraham Lincoln
1154,R,A friend is one who has the same enemies as you have.,Abraham Lincoln
1155,R,"I don't like to hear cut and dried sermons. No—when I hear a man preach, I like to see him act as if he were fighting bees.",Abraham Lincoln
1156,R,I like to see a man proud of the place in which he lives. I like to see a man live so that his place will be proud of him. ,Abraham Lincoln
1157,R,Education does not mean teaching people what they do not know. It means teaching them to behave as they do not behave.,Abraham Lincoln
1158,R,"In great contests each party claims to act in accordance with the will of God. Both may be, and one must be wrong. God cannot be for, and against the same thing at the same time.",Abraham Lincoln
1159,R,"Our progress in degeneracy appears to me to be pretty rapid. As a nation, we began by declaring that 'all men are created equal.' We now practically read it, 'all men are created equal, except negroes.' When the Know-Nothings get control, it will read, 'all men are created equal, except negroes, and foreigners, and Catholics.' When it comes to this I should prefer emigrating to some country where they make no pretense of loving liberty—to Russia, for instance, where despotism can be taken pure, and without the base alloy of hypocrisy.",Abraham Lincoln
1160,R,"Through their deeds, the dead of battle have spoken more eloquently for themselves than any of the living ever could. But we can only honor them by rededicating ourselves to the cause for which they gave a last full measure of devotion. ",Abraham Lincoln
1161,R,"Discourage litigation. Persuade your neighbors to compromise whenever you can. Point out to them how the nominal winner is often a real loser - in fees, expenses, and waste of time. As a peacemaker the lawyer has a superior opportunity of being a good man. There will still be business enough.",Abraham Lincoln
1162,R,I remember my mother's prayers and they have always followed me. They have clung to me all my life.,Abraham Lincoln
1163,R,"Neither let us be slandered from our duty by false accusations against us, nor frightened from it by menaces of destruction ... nor of dungeons to ourselves. Let us have faith that right makes might, and in that faith, let us, to the end, dare to do our duty as we understand it.",Abraham Lincoln
1164,R,"I am nothing, truth is everything.”",Abraham Lincoln
1165,R,"Labor is prior to, and independent of, capital. Capital is only the fruit of labor, and could never have existed if labor had not first existed. Labor is the superior of capital, and deserves much the higher consideration.",Abraham Lincoln
1166,R,Better to remain silent and be thought a fool than to speak out and remove all doubt.,Abraham Lincoln
1167,R,But for this book we could not know right from wrong.,Abraham Lincoln
1168,R,"If slavery is not wrong, nothing is wrong.",Abraham Lincoln
1169,R,"Gentlemen, why do you not laugh? With the fearful strain that is upon me day and night, if I did not laugh, I should die. ",Abraham Lincoln
1170,R,"In regards to this great Book [the Bible], I have but to say it is the best gift God has given to man. All the good the Savior gave to the world was communicated through this Book. But for it we could not know right from wrong. All things most desirable for man's welfare, here and hereafter, are found portrayed in it.",Abraham Lincoln
1171,R,"The will of God prevails. In great contests each party claims to act in accordance with the will of God. Both *may* be, and one *must* be, wrong. God cannot be *for* and *against* the same thing at the same time. In the present civil war it is quite possible that God's purpose is something different from the purpose of either party - and yet the human instrumentalities, working just as they do, are of the best adaption to effect His purpose. I am almost ready to say that this is probably true - that God wills this contest, and wills that it shall not end yet. By His mere great power, on the minds of the now contestants, He could have either *saved* or *destroyed* the Union without human contest. Yet the contest began, And, having begun He could give the final victory to either side any day. Yet the contest proceeds.",Abraham Lincoln
1172,R,Never do anything for anyone who can just as well do it themself,Abraham Lincoln
1173,R,"It will not do to investigate the subject of religion too closely, as it is apt to lead to infidelity.",Abraham Lincoln
1174,R,"With educated people, I suppose, punctuation is a matter of rule; with me it is a matter of feeling. But I must say I have a great respect for the semicolin; it's a useful little chap",Abraham Lincoln
1175,R,"I do the very best I can, I mean to keep going. If the end brings me out all right, then what is said against me won't matter. If I'm wrong, ten angels swearing I was right won't make a difference.",Abraham Lincoln
1176,R,"Tis better people think you a fool, then open your mouth and erase all doubt.",Abraham Lincoln
1177,R,"no man who is resolved to make the most of himself can spare time for personal contention, still less can he afford to take the consequences, including the vitiation of his temper and the loss of self control, yield to larger things to which you show no more than equal rights, and yield to lesser ones though clearly your own, better give your path to a dog, than be bitten by him in contesting for the right, not even killing the dog, will cure the bite",Abraham Lincoln
1178,R,Truth is generally the best vindication against slander,Abraham Lincoln
1179,R,"If you think you can you can, if you think you can't you're right!",Abraham Lincoln
1180,R,"I am rather inclined to silence, and whether that be wise or not, it is at least more unusual nowadays to find a man who can hold his tongue than to find one who cannot.",Abraham Lincoln
1181,R,"These [the armed forces] are not our reliance against a resumption of tyranny in our fair land. All of them may be turned against our liberties, without making us stronger or weaker for the struggle. Our reliance is in the love of liberty which God has planted in our bosoms. Our defense is in the preservation of the spirit which prizes liberty as the heritage of all men, in all lands, every where.... Familiarize yourselves with the chains of bondage, and you are preparing your own limbs to wear them. Accustomed to trample on the rights of those around you, you have lost the genius of your own independence, and become the fit subjects of the first cunning tyrant who rises.",Abraham Lincoln
1182,R,"I know not how to aid you, save in the assurance of one of mature age, and much severe experience, that you can not fail, if you resolutely determine, that you will not.",Abraham Lincoln
1183,R,"I have never studied the art of paying compliments to women; but I must say that if all that has been said by orators and poets since the creation of the world in praise of women were applied to the women of America, it would not do them justice for their conduct during this war.",Abraham Lincoln
1184,R,I never had a policy; I have just tried to do my very best each and every day.,Abraham Lincoln
1185,R,"People who have no vices, have very few virtues.",Abraham Lincoln
1186,R,Love is the chain whereby to lock a child to its parent.,Abraham Lincoln
1187,R,"In this age, in this country, public sentiment is everything. With it, nothing can fail; against it, nothing can succeed. Whoever molds public sentiment goes deeper than he who enacts statutes, or pronounces judicial decisions.",Abraham Lincoln
1188,R,"The leading rule for the lawyer, as for the man of every other calling, is diligence. Leave nothing for to-morrow which can be done to-day.",Abraham Lincoln
1189,R,Most folks are about as happy as they make up their minds to be.,Abraham Lincoln
1190,R,I am very little inclined on any occasion to say anything unless I hope to produce some good by it.,Abraham Lincoln
1191,R,"The written word may be man's greatest invention. It allows us toconverse with the dead, the absent, and the unborn.",Abraham Lincoln
1192,R,I belive that people should fight for what they believe and only what they believe.,Abraham Lincoln
1193,R,I am a success today because I had a friend who believed in me and I didn't have the heart to let him down...,Abraham Lincoln
1194,R,"In giving freedom to the slave, we assure freedom to the free -- honorable alike in what we give, and what we preserve. We shall nobly save, or meanly lose, the last best hope of earth",Abraham Lincoln
1195,R,"There's no honorable way to kill, no gentle way to destroy. There is nothing good in war. Except its ending.",Abraham Lincoln
1196,R,"My earlier views of the unsoundness of the Christian scheme of salvation and the human origin of the scriptures have become clearer and stronger with advancing years, and I see no reason for thinking I shall ever change them.",Abraham Lincoln
1197,R,Writing is the great invention of the world.,Abraham Lincoln
1198,R,"Well, I wish some of you would tell me the brand of whiskey that Grant drinks. I would like to send a barrel of it to my other generals.",Abraham Lincoln
1199,R,"The legitimate object of government is to do for a community of people whatever they need to have done, but can not do at all, or can not so well do, for themselves – in their separate, and individual capacities.",Abraham Lincoln
1200,R,I was a little cross.I ask pardon. If I do get up a little temper I have no sufficient time to keep it up.,Abraham Lincoln
1201,R,if you want your name to be remembered after your death either do something worth writing or write some thing worth reading,Abraham Lincoln
1202,R,"Believing everyone is dangerous, but believing nobody is more dangerous.",Abraham Lincoln
1203,R,A house divided cannot stand.,Abraham Lincoln
1204,R,"It is the eternal struggle between these two principles — right and wrong — throughout the world. They are the two principles that have stood face to face from the beginning of time; and will ever continue to struggle. The one is the common right of humanity, and the other the divine right of kings. It is the same principle in whatever shape it develops itself. It is the same spirit that says, ""You toil and work and earn bread, and I'll eat it."" No matter in what shape it comes, whether from the mouth of a king who seeks to bestride the people of his own nation and live by the fruit of their labor, or from one race of men as an apology for enslaving another race, it is the same tyrannical principle.",Abraham Lincoln
1205,R,"Abraham Lincoln was asked by an aide about the church service he had attended. Lincoln responded that the minister was inspired, interesting, well-prepared, eloquent and the topic relevant. The aide said, “Then it was a good service?”Lincoln responded, “No.” The aide protested,“But, Mr. President, you said that the minister was inspired, interesting, well-prepared, eloquent, and that the topic was relevant.”“Yes,” replied Lincoln, “but he didn’t challenge us to do any great thing.",Abraham Lincoln
1206,R,He can compress the most words into the smallest ideas of any man I ever met.,Abraham Lincoln
1207,R,"I am not bound to win, but I am bound to be true. I am not bound to succeed, but I am bound to live by the light that I have. I must stand with anybody that stands right, and stand with him while he is right, and part with him when he goes wrong.",Abraham Lincoln
1208,R,"I am slow to learn and slow to forget that which I have learned. My mind is like a piece of steel, very hard to scratch any thing on it and almost impossible after you get it there to rub it out.",Abraham Lincoln
1209,R,"If I am killed, I can die but once; but to live in constant dread of it, is to die over and over again.",Abraham Lincoln
1210,R,A farce or comedy is best played; a tragedy is best read at home.,Abraham Lincoln
1211,R,"Let every American, every lover of liberty, every well wisher to his posterity, swear by the blood of the Revolution, never to violate in the least particular, the laws of the country; and never to tolerate their violation by others.",Abraham Lincoln
1212,R,"The world has never had a good definition of the word liberty, and the American people, just now, are much in want of one. We all declare for liberty; but in using the same word we do not all mean the same thing. With some the word liberty may mean for each man to do as he pleases with himself, and the product of his labor; while with others the same word may mean for some men to do as they please with other men, and the product of other men’s labor. Here are two, not only different, but incompatible things, called by the same name, liberty. And it follows that each of the things is, by the respective parties, called by two different and incompatible names, liberty and tyranny. The shepherd drives the wolf from the sheep’s throat, for which the sheep thanks the shepherd as a liberator, while the wolf denounces him for the same act as the destroyer of liberty, especially as the sheep was a black one. Plainly the sheep and the wolf are not agreed upon a definition of the word liberty.",Abraham Lincoln
1213,R,"Here is Abraham Lincoln’s touching condolence letter to 22-year-old Fanny McCullough, the daughter of a long-time friend:“Dear FannyIt is with deep grief that I learn of the death of your kind and brave Father; and, especially, that it is affecting your young heart beyond what is common in such cases. In this sad world of ours, sorrow comes to all; and, to the young, it comes with bitterest agony, because it takes them unawares. The older have learned to ever expect it. I am anxious to afford some alleviation of your present distress. Perfect relief is not possible, except with time. You can not now realize that you will ever feel better. Is not this so? And yet it is a mistake. You are sure to be happy again. To know this, which is certainly true, will make you some less miserable now. I have had experience enough to know what I say; and you need only to believe it, to feel better at once. The memory of your dear Father, instead of an agony, will yet be a sad sweet feeling in your heart, of a purer and holier sort than you have known before.Please present my kind regards to your afflicted mother.Your sincere friend,A. Lincoln",Abraham Lincoln
1214,R,"Passion has helped us; but can do so no more. It will in future be our enemy. Reason, cold, calculating, unimpassioned reason, must furnish all the materials for our future support and defence.",Abraham Lincoln
1215,R,"What is to be, will be, and no prayers of ours can arrest the decree.",Abraham Lincoln
1216,R,The best way to get a bad law repealed is to enforce it strictly.,Abraham Lincoln
1217,R,What is conservatism? Is it not the adherence to the old and tried against the new and untried?,Abraham Lincoln
1218,R,The loss of enemies does not compensate for the loss of friends.,Abraham Lincoln
1219,R,"And in the end, it's not the years in your life that count. It's the life in your years.",Abraham Lincoln
1220,R,Investment in knowledge pays the best interest.,Abraham Lincoln
1221,R,What kills a skunk is the publicity it gives itself.,Abraham Lincoln
1222,R,"Although volume upon volume is written to prove slavery a very good thing, we never hear of the man who wishes to take the good of it, by being a slave himself.",Abraham Lincoln
1223,R,"Anda,Tidak dapat menguatkan yang lemah dengan melemahkan yang kuatTidak dapat membantu orang-orang kecil dengan mencabik orang besarTidak dapat menolong orang miskin dengan menghancurkan orang kayaTidak dapat mengangkat penerima upah dengan menekan pembayar upahTidak dapat terhindar dari masalah dengan menghasilkan penghasilan lebih besarTidak dapat memajukan rasa persaudaraan dengan mendorong kebencian antar rasTidak dapat menciptakan keamanan di atas uang pinjamanTidak dapat membangun karakter dan semangat dengan merampas inisiatif dan kemerdekaan.",Abraham Lincoln
1224,R,"I have always thought that all men should be free; but if any should be slaves, it should be first those who desire for themselves, and secondly those who desire it for others. Whenever I hear anyone arguing for slavery, I feel a strong impulse to see it tried on him personally.",Abraham Lincoln
1225,R,"Rules of livingDon't worry, eat three square meals a day,say your prayers, be courteous to your creditors, keep your digestion good,steer clear of biliousness,exercise, go slow and go easy. May be there are other things that your special case requires to make you happy, but my friend, these, i reckon, will give you a good life.",Abraham Lincoln
1226,R,"Let not him who is houseless pull down the house of another, but let him work diligently and build one for himself, thus by example assuring that his own shall be safe from violence when built.",Abraham Lincoln
1227,R,Be not deceived. Revolutions do not go backward.,Abraham Lincoln
1228,R,Too big to cry too young to laugh...,Abraham Lincoln
1229,R,"Judge not, that ye be not judged.",Abraham Lincoln
1230,R,There can be glory in failure and despair in success.,Abraham Lincoln
1231,R,"The privilege of creating and issuing money is not only the supreme prerogative of Government, but it is the Government's greatest creative opportunity. By the adoption of these principles, the long-felt want for a uniform medium will be satisfied. The taxpayers will be saved immense sums of interest, discounts and exchanges. The financing of all public enterprises, the maintenance of stable government and ordered progress, and the conduct of the Treasury will become matters of practical administration. The people can and will be furnished with a currency as safe as their own government. Money will cease to be the master and become the servant of humanity. Democracy will rise superior to the money power.",Abraham Lincoln
1232,R,Everybody likes compliment.,Abraham Lincoln
1233,R,Important principles may and must be inflexible.,Abraham Lincoln
1234,R,"IF you are going to fight, don't let them talk you into negotiating. But, if you are going to negotiate, don't let them talk you into fighting.",Abraham Lincoln
1235,R,"And having thus chosen our course, without guile, and with pure purpose, let us renew our trust in GOD, and go forward without fear, and with manly hearts.Abraham Lincoln, in an address to congressJuly 4th, 1861",Abraham Lincoln
1236,R,Laughter can be used to sooth the mind and get rid of those awful thoughts.”,Abraham Lincoln
1237,R,"It is rather for us to be here dedicated to the great task remaining before us -- that from these honored dead we take increased devotion to that cause for which they gave the last full measure of devotion -- that we here highly resolve that these dead shall not have died in vain -- that this nation, under God, shall have a new birth of freedom -- and that government of the people, by the people, for the people, shall not perish from the earth.",Abraham Lincoln
1238,R,"The world will little note nor long remember what we say here, but it can never forget what they did here.",Abraham Lincoln
1239,R,"Semua orang bisa tahan dengan kesengsaraan, tapi bila kau ingin mengetahui karakter seseorang, berilah dia kekuasaan.",Abraham Lincoln
1240,R,"I will study and prepare myself, and someday my chance will come.",Abraham Lincoln
1241,R,"He whose wisdom surpasses that of all philosophers, has declared that 'a house divided against itself cannot stand",Abraham Lincoln
1242,R,"If you would win a man to your cause, first convince him that you are his sincere friend.",Abraham Lincoln
1243,R,"The will of God prevails. In great contests each party claims to act in accordance with the will of God. Both may be, and one must be, wrong.",Abraham Lincoln
1244,R,"You cannot help the poor by destroying the rich. You cannot strengthen the weak by weakening the strong. You cannot bring about prosperity by discouraging thrift. You cannot lift the wage earner up by pulling the wage payer down. You cannot further the brotherhood of man by inciting class hatred. You cannot build character and courage by taking away people's initiative and independence. You cannot help people permanently by doing for them, what they could and should do for themselves.",Abraham Lincoln
1245,R,Towering genius distains a beaten path. It seeks regions hitherto unexplored.,Abraham Lincoln
1246,R,"The way for a young man to rise, is to improve himself every way he can, never suspecting that any body wishes to hinder him.",Abraham Lincoln
1247,R,"Towering genius disdains a beaten path... It sees no distinction in adding story to story... It scorns to tread in the footsteps of any predecessor, however illustrious. It thirsts and burns for distinction; and, if possible, it will have it...",Abraham Lincoln
1248,R,"Every man is said to have his peculiar ambition... I have no other so great as that of being truely esteemed of my fellow men, by rendering myself worthy of their esteem.",Abraham Lincoln
1249,R,"Military glory--that attractive rainbow, that rises in showers of blood--that serpent's eye, that charms to destroy...",Abraham Lincoln
